name;address;website;phone;emails;district 
Affinity Castelgomberto S.r.l.;Via G. Pecori Giraldi, 59, 36070 Castelgomberto VI;;;;VI
L'Erboristeria Dr.Ssa Monica Diquigiovanni & C. Snc;Piazza Marconi, 4, 36070 Castelgomberto VI;;0445 440644;;VI
Agriturismo El Magasin;Via Sasso Stefani, 2, 36070 Castelgomberto VI;http://www.elmagasin.it/;0445 941621;info@elmagasin.it;VI
Ristorante Al Cacciatore Di Bortoli Paolo Antonio;Via Foscola, 7, 36070 Castelgomberto VI;;0445 940006;;VI
La Peschiera;Via Peschiera dei Muzzi, 1, 36070 Castelgomberto VI;https://www.lapeschiera.space/;348 645 6450;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com react-dom@16.14.0 focus-within-polyfill@5.0.9 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com react@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com lodash@4.17.21 core-js-bundle@3.2.1 info@lapeschiera.space;VI
Agriturismo Valdibarco;Via Val di Barco, 9, 36100 Località Valle, Castelgomberto VI;http://www.agriturismovaldibarco.it/;0445 440299;;VI
Azienda Agricola Le Poscole;Via della Tecnica, 15, 36070 Canton VI;https://www.agriturismoleposcole.it/chi-siamo/;0445 940695;;VI
Agriturismo Le Poscole Al Canton;Strada Comunale Canton, 17, 36070 Castelgomberto VI;http://www.agriturismoleposcole.it/;0445 940695;;VI
ZINI E BRESSAN S.N.C. DI ZINI GIAMPAOLO E BRESSAN ANGELO;Via del Progresso, 48/E, 36070 Trissino VI;;0445 490362;;VI
Trattoria Leon D'Oro;Via Villa, 25, 36070 Castelgomberto VI;;0445 940900;;VI
Trattoria antica Belvedere;Via Capitello Cocca, 10, 36070 Castelgomberto VI;http://www.anticabelvedere.com/;0445 940014;info@anticabelvedere.com;VI
Cascina Salgaroli;Località Salgaroli, 1, 36070 Castelgomberto VI;;;;VI
Villa da Schio;Via Villa, 117, 36070 Castelgomberto VI;http://matrimonioinvillavicenza.it/;;info@5265.it;VI
Giuriato Cecilia;22 Via Romeo Cortiana, Castelgomberto, Vi 36070;;0445 941265;;36070
Spaccio Sandonà;Via dei Castellani, 1, 36015 Schio VI;;;;VI
Studio Gasparella;Via Vicenza, 9/4, 36070 Castelgomberto VI;http://studiogasparella.it/;0445 941241;info@studiogasparella.it;VI
El Punaro;Via Santa Cecilia, 55, 36070 Castelgomberto VI;https://www.facebook.com/elpunaro/;0445 941324;;VI
Panificio Salumeria Pianegonda;Via Piazza Alta, 20, 36030 Valli del Pasubio VI;http://www.fratellipianegonda.it/;0445 590258;info@mediatrend.it info@fratellipianegonda.it;VI
CRACCO S.R.L.;Via 1º Maggio, 10, 36070 Castelgomberto VI;http://www.craccoserramenti.it/;0445 947519;info@craccoserramenti.it;VI
Agriturismo Riva Ratta;Via Campestrini, 52, 36075 Montecchio Maggiore-Alte Ceccato VI;http://www.rivaratta.it/;0444 493694;ie11CustomProperties@4.0.1 agriturismo@rivaratta.it;VI
Italgrafica Sistemi Srl;Via del Progresso, 28/30, 36070 Castelgomberto VI;http://www.italgrafica.com/;0445 491699;info@konigprint.com;VI
Market 2000;Piazza Vittorio Veneto, 219, 45020 Castelguglielmo RO;;0425 707097;;RO
Osteria La Vacca;Via Presciane, 2, 45020 Presciane, Castelguglielmo RO;https://www.facebook.com/lavaccafede/;345 116 2764;;RO
“La mia cucina” di Matteo Corredato;Via Grande, 8, 31030 Castello di Godego TV;;0423 190 4969;;TV
Macelleria Stangherlin Di Stangherlin Damiano;Via Vegre, 29, 31030 Castello di Godego TV;;0423 760160;;TV
Alimentari Sbrissa - S.A.S. Di Sbrissa Giovanni & Sas;Via Verdi, 1, 31030 Castello di Godego TV;;0423 469700;;TV
Sgambaro S.p.A.;Via Chioggia, 11/A, 31030 Castello di Godego TV;http://www.sgambaro.it/;0423 760007;info@sgambaro.it;TV
Vigliotti Group Padova Srl;Via Caprera, 52/D, 31030 Castello di Godego TV;;0423 760410;;TV
Supermercato Via Trento;S.r. 245 Castellana, Via Trento, 14, 31030 Castello di Godego TV;;0423 468775;;TV
Crai - Da Paolo e Grazia;Via Piave, 11, 31030 Castello di Godego TV;https://www.crai-supermercati.it/punti-vendita/pdv.php?id=250;0423 469829;;TV
Baghi's;Via dell'Artigianato, 34, 31030 Castello di Godego TV;http://www.baghis.com/;0423 750304;info@baghis.com;TV
Supermercato Crai - Bonito Srl;Via Piave, 11, 31030 Castello di Godego TV;https://www.crai-supermercati.it/punti-vendita/pdv.php?id=250;0423 469829;;TV
Bassani Alberto;Via Trento, 3, 31030 Castello di Godego TV;;0423 468962;;TV
Birrificio 17 - brew pub;Via Chioggia, 79/E, 31030 Castello di Godego TV;https://www.birrificio17.it/;0423 199 9769;info@birrificio17.it;TV
Pianeta Verde da Alberto;Via L. da Vinci, 40, 31030 Castello di Godego TV;https://www.facebook.com/Pianeta-Verde-584386665056027/;0423 468962;;TV
Agriturismo Ai Bagolari di Dussin Daniela e Nadia;Via Masaccio, 26, 31030 Castello di Godego TV;http://www.agriturismoaibagolari.it/;0423 469547;;TV
Salumificio del Castello Capoferri e Co SA;Via alle Zocche, 6874 Castel San Pietro, Svizzera;http://www.salumificiocastello.ch/;+41 91 683 25 09;;Svizzera
Arredamenti Scantamburlo;Vicolo Caprera, 2, 31030 Castello di Godego TV;https://www.scantamburloarredamenti.it/;0423 468730;info@scantamburloarredamenti.it;TV
Salumificio Franceschini;Via Valle del Samoggia 6927 Loc, 40053 Castello di Serravalle BO;http://www.salumificiofranceschini.it/;051 670 8010;INFO@SALUMIFICIOFRANCESCHINI.IT a.pedrini@salumificiofranceschini.it simone@salumificiofranceschini.it;BO
Salumificio Castelli;Via Roma, 42, 22070 Guanzate CO;http://www.salumificiocastelli.it/;031 976936;posta@salumificiocastelli.it 976936posta@salumificiocastelli.it;CO
Salumificio Del Castello Srl;Via Fossano, 3, 10024 Moncalieri TO;;;;TO
Alla Corte;Via Cacciatora, 13, 31030 Castello di Godego TV;https://www.allacortedigazzola.it/;0423 468673;;TV
Pane Salumi Formaggi;38068 Rovereto TN;;;;TN
Macelleria Gavioli;Piazza A. Ragazzi, 45035 Castelmassa RO;;;;RO
Macelleria e Gastronomia Mondadori Roberto;Piazza della Libertà, 102, 45035 Castelmassa RO;https://macelleria-e-gastronomia-mondadori-roberto.business.site/;338 999 2242;;RO
Vaporè;Piazza della Libertà, 58, 45035 Castelmassa RO;https://www.facebook.com/Vaporeshopmassa;379 182 5434;;RO
MD S.p.A.;Via Eridania, 45035 Castelmassa RO;https://www.mdspa.it/punti-vendita/Veneto/RO-Rovigo/331-Castelmassa;0425 840864;;RO
Fulvio Ranzi;Piazza della Libertà, 112, 45035 Castelmassa RO;;0425 81352;;RO
Pasticceria dalla Fiore Maurizio C. (S. N. C.);Via Cesare Battisti, 105, 45035 Castelmassa RO;;0425 81432;;RO
Santini;Via Madre Teresa di Calcutta, 1, 26038 Torre De' Picenardi CR;http://www.salumificiosantini.it/;0372 873020;info@salumificiosantini.it;CR
Gastronomia Sermidese di Malagodi Nicola;Via XXIX Luglio 1848, 37, 46028 Sermide MN;http://www.gastronomiasermidese.it/;0386 62392;info@gastronomiasermidese.it;MN
Impianti Condizionamento Salumifici di Vanni Sprocatti & C. s.n.c.;Via S. Felice, 73, 41031 Camposanto MO;https://www.icscond.com/;0535 82351;info@icscond.com icssrl.mo@legalmail.it icscond@pec.it;MO
Mercato del Sabato;Piazza della Libertà, 65-43, 45035 Castelmassa RO;;;;RO
Juice Bio Bar;Via Leonardo Da Vinci, 4, 45035 Castelmassa RO;;;;RO
Cattini Salumificio S.R.L;Viale S. Zonta, 43, 46029 Suzzara MN;http://www.salumificiocattini.it/;0376 535429;;MN
Pizzeria L'arte Bianca;Piazza della Repubblica, 10, 45035 Castelmassa RO;;348 671 5154;;RO
Barani Salumi-Formaggi;43122 Il Moro PR;;;;PR
Prosciuttificio Marchesini;Via Spezia, 100, 43044 Collecchio PR;http://www.prosciuttificio-marchesini.ory.it/;0521 805210;;PR
PROLOCO CASTELMASSA;P.zza V. Veneto, 1, 45035 Castelmassa RO;http://prolococastelmassa.it/;340 221 2277;proloco.castelmassa@libero.it;RO
Casa Gonzaga Spa;Via Piubega, 38, 46040 Ceresara MN;https://www.casagonzaga.com/;0376 87185;;MN
Spaccio San Pietro;Via Posta Vecchia, 32, 41037 Mirandola MO;http://www.spacciosanpietro.it/;0535 610758;;MO
ALIMENTARI FRATTI GABRIELLA;Via Spinea, 862, 45030 Castelnovo Bariano RO;;;;RO
Mille Srl;Via delle Arti, 46, 45030 Castelnovo Bariano RO;https://www.millesrl.it/;0425 840108;anna@millesrl.it chiara@millesrl.it barbara@millesrl.it adriano@millesrl.it sara@millesrl.it amministrazione@millesrl.it info@millesrl.it;RO
Salute+Store;Via delle Province, 644/B, 45030 Castelnovo Bariano RO;https://www.salutestorecastelnovobariano.it/;0425 188 0595;;RO
Farmacia Prandini Pietro di Prandini Elisa;Piazza Municipale, 640, 45030 Castelnovo Bariano RO;http://www.farmaciaprandinipietro.it/;0425 81244;info@farmaciaprandinipietro.it;RO
E.m.z. - S.r.l. Ferramenta Zaramella;Via Colombano, 509, 45030 Castelnovo Bariano RO;http://www.emzgensets.it/;0425 81548;;RO
Autofficina Ghisellini Narciso e Carlo Snc;Via Colombano, 1646, 45030 Castelnovo Bariano RO;https://www.ghiselliniauto.it/;0425 81556;;RO
Astati F.lli Garden Vivai Piante;Via Argine Po, 5063, 45030 Castelnovo Bariano RO;https://www.astativivaipiante.com/;0425 840759;;RO
La Luce della Luna;Via Spinea, 996, 45030 Castelnovo Bariano RO;https://la-luce-della-luna.com.es/;349 776 7749;;RO
Salumificio Del Buongustaio;Via G. Pagliani, 29, 42019 Arceto RE;http://www.salumificiodelbuongustaio.com/;0522 989055;laisarinaldi@libero.it;RE
Salumificio Petrolini Igino E C. (S.P.A.);Via Cavo, 2, 43037 Mulazzano Ponte PR;https://salumificiopetrolini.business.site/?utm_source=gmb&utm_medium=referral;0521 857510;;PR
Autentici Salumi italiani;Via S. Lucia, 15, 42021 Barco RE;https://autenticisalumi.it/chi-siamo/;0522 875121;info@autenticisalumiitaliani.it;RE
Salumificio Colli;Via Fratta, 10/A, 42020 San Polo d'Enza RE;http://www.salumificiocolli.it/;0522 873574;salumificiocolli@legalmail.it yourname@example.org info@salumificiocolli.it;RE
Salumificio Simonini E Marvani (S.N.C.);Via Don Luigi Sturzo, 6, 43100 Langhirano PR;http://www.simoniniemarvani.it/;0521 857474;;PR
Salumificio Bardini F.lli & C. Snc;Str. della Badia, 38, 43013 Torrechiara PR;http://www.bardinifratelli.it/;0521 355153;;PR
Salumificio Vignali;Via di Case Trombi, 31, 43037 Mulazzano Ponte PR;;0521 857540;;PR
Salumificio Parmigiano;Via Madrid, 6, 43123 Parma PR;;0521 487441;;PR
SALUMIFICIO IL PESCO;Via Meucci, 2, 40017 San Giovanni in Persiceto BO;;051 827387;;BO
Salumificio Di Lanchirano S.R.L.;43013 Langhirano PR;;;;PR
SALUMIFICIO MARAZZI S.N.C. DI MARAZZI TOMMASO & C.;SP12, 9, 42020 Barcaccia RE;;0522 879109;;RE
SALUMIFICIO RAVANETTI & C. S.R.L.;Via I Maggio, 2, 43035 Felino PR;http://ravanettiecspa.it/;0521 836434;info@ravanettiecspa.it;PR
Carrozzeria C.I. & A. di Turatti Claudio & C. S.n.c.;Via Arella, 1272, 45030 Castelnovo Bariano RO;;;;RO
Salumificio Santo Stefano;Via Argini Nord, 36, 43037 Lesignano De' bagni PR;https://www.salumificiosantostefano.com/;0521 850638;info@salumificiosantostefano.it;PR
Salumificio S. Michele S.P.A.;Via Aurelio Ghirardi, 4, 43030 San Michele Tiorre PR;http://www.san-michele.it/;0521 834991;info@san-michele.it;PR
Salumificio S.Andrea (S.N.C.);Via Guglielmo Marconi, 7, 43013 Langhirano PR;;0521 853008;;PR
Ristorante Corte Vallona;Via Cavetto Nappi, 18, 45030 Castelnovo Bariano RO;https://www.ristorantecortevallona.it/;0425 87656;;RO
Dormire "Al Fiume";Via Spinea, 640A, 45030 Castelnovo Bariano RO;http://www.dormirealfiume.it/;348 273 4528;;RO
Fereoli Salumi Mario e Figlio;Str. per Parma, 15, 43013 Pilastro PR;https://fereolimarioefiglio.it/;0521 639002;;PR
Ronchei Matteo;Via G. di Vittorio, 40, 43038 Sala Baganza PR;;0521 335314;;PR
Prosciuttificio Tre Stelle;Via Aldo Moro, 2, 43035 Felino PR;;0521 835320;;PR
Grandi Salumifici italiani Spa;Via Due Canali, 13, 42124 Reggio Emilia RE;http://www.grandisalumificiitaliani.it/;059 586111;;RE
Salumificio Gam S.R.L.;Via Cascinapiano, 28, 43013 Langhirano PR;;0521 852938;;PR
Centro Carni Al Capitel (S.N.C.);Via Milano, 20, 37014 Castelnuovo del Garda VR;;045 757 0071;;VR
Az.agr.IL PESCATORE;Via Stazione, 128/A, 37014 Castelnuovo del Garda VR;https://www.facebook.com/AzAgILPESCATORE/;334 982 4732;;VR
Famila Superstore Castelnuovo Del Garda;Via Stazione, 37014 Castelnuovo del Garda VR;http://www.famila.it/;045 645 0660;;VR
Cantina Castelnuovo del Garda;Via Palazzina, 2, 37014 Castelnuovo del Garda VR;http://www.cantinacastelnuovo.com/;045 981 6200;info@vitevis.com vitevis@legalmail.it;VR
MD S.p.A. Supermercato;Via G. Ungaretti, 2/4, 37014 Castelnuovo del Garda VR;https://www.mdspa.it/punti-vendita/Veneto/VR-Verona/769-Castelnuovo-del-Garda;045 759 5048;;VR
Salumificio Bellucci (S.R.L.);Via Salvador Allende, 7, 41051 Castelnuovo Rangone MO;http://www.salumificiobellucci.com/;059 536494;;MO
Salumi Del Castello S.R.L.;Via del Lavoro, 12, 41051 Castelnuovo Rangone MO;;059 535154;;MO
Perlini Pietro;Via Mantova, 3, 37019 Peschiera del Garda VR;;045 755 0010;;VR
Locanda Bella Italia;Via Filiselle, 16, 37014 Castelnuovo del Garda VR;http://www.locandabellaitalia.com/;045 757 1290;info@locandabellaitalia.com;VR
La Venere Salumi Sas Di Todeschini;Via SP, 35A, 41051 Castelnuovo Rangone MO;;059 537753;;MO
Salumificio Vecchi Srl;Via Gualinga, 20, 41051 Castelnuovo Rangone MO;;059 535319;;MO
NonSoloSport;Via Giuseppe Ungaretti, 22/24, 37014 Castelnuovo del Garda VR;http://www.nonsolosport.it/;049 897 2087;info@nonsolosport.it;VR
Wine Shop;37014 Castelnuovo del Garda VR;;;;VR
Zetadue - Stampa;Via dell'Artigianato, 21, 37014 Castelnuovo del Garda VR;http://www.zetaduesrl.it/;045 645 0781;;VR
Salumificio Claudio Peschiera S.n.c.;Via Strasburgo, 1, 43030 Calestano PR;;0525 52308;;PR
Bep's Verona - Castelnuovo del Garda;Via Milano, 129/1, 37014 Castelnuovo del Garda VR;https://www.beps.it/it/negozi/castelnuovo-del-garda;045 757 0086;;VR
Azienda Agricola Giovanna Tantini e Agriturismo I Mischi;Loc. I, 37014 Mischi VR;http://www.giovannatantini.it/;348 871 7577;giovannatantini@pecimprese.it info@giovannatantini.it;VR
CONSORZIO AGRARIO DEL NORDEST | Agenzia di Castelnuovo del Garda;Via Facchinelle, 2/A, 37014 Castelnuovo del Garda VR;http://www.agrinordest.it/province/vr/castelnuovo.php;045 757 0051;sede@agrinordest.it castelnuovodelgarda@agrinordest.it calv@pec.calv.it;VR
Satur;Via Giuseppe Ungaretti, 18-20, 37014 Castelnuovo del Garda VR;http://www.satur.it/;045 257 1876;info@satur.it;VR
Salumificio Ca' Bianca di Catellani Denis;Via Vittorio Prandi, 3, 42021 Bibbiano RE;https://salumificiocabianca.it/;349 318 8968;salumificiocabianca@gmail.com;RE
Salumi Grossetti Srl;Via del Santuario, 48, 29031 Strà PC;http://www.salumigrossetti.it/;0523 998856;;PC
Prosciuttificio S.Francesco (S.P.A.);Via della Pace, 8, 41051 Castelnuovo Rangone MO;http://www.sanfrancescospa.it/;059 535586;info@sanfrancescospa.com info@sanfrancescospa.it;MO
Salumificio Tarasconi Di Tarasconi Luigi E C. Snc;Str. della Val Parma, 43021 Corniglio PR;http://www.salumificiotarasconi.it/;0521 887136;;PR
Salumificio Franceschini Gino & C. Srl;Via dei Marmorari, 38, 41057 Spilamberto MO;http://www.franceschinigino.it/;059 784037;info@franceschinigino.it;MO
Istituto comprensivo A.Montini - Scuola Primaria G.B. Angelini;Via Cesare Pavese, 6, 37014 Castelnuovo del Garda VR;;045 757 0117;;VR
Salumificio Azzola;Via Casale, 19B, 24060 Torre De' Roveri BG;;;;BG
Pizzeria Antiche Macine;Via S. Zeno, 9, 37014 Castelnuovo del Garda VR;https://pizzeria-antiche-macine.business.site/;327 822 2433;;VR
Floricoltura Gardenia;Via Verona, 5, 37014 Castelnuovo del Garda VR;;045 757 0835;;VR
Salumificio Bonalumi s.r.l;Via del Chioso, 4, 24030 Mozzo BG;http://www.bonalumi.it/;035 461626;info@bonalumi.it;BG
Agriturismo Bosco del Gal;Via Costabella, 2, 37014 Castelnuovo del Garda VR;https://bosco-del-gal.com.es/;345 738 0460;;VR
Compro oro - Banco 18 Carati;Via Milano, 35, 37014 Castelnuovo del Garda VR;http://www.banco18carati.it/;045 645 0560;;VR
Tonoli Market Snc;Via Pozzo dell'Amore, 44, 37010 Cavaion Veronese VR;;045 723 5017;;VR
Distilleria Franceschini;Strada del Trenin, 50, 37010 Cavaion veronese VR;http://www.distilleriafranceschini.it/;045 723 5059;831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com react-dom@16.14.0 info@distilleriafranceschini.it focus-within-polyfill@5.0.9 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com react@16.14.0 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com lodash@4.17.21 core-js-bundle@3.2.1;VR
Gerardo Cesari Spa - Sede di Cavaion veronese;Località Sorsei, 3, 37010 Cavaion veronese VR;http://www.cesari.it/;045 626 0928;paolo@vallino.com;VR
Consorzio di Tutela dell'Olio Extravergine Garda DOP;4 Via Introl Soletti, 37010 Cavaion veronese VR;http://www.oliogardadop.it/;045 723 5864;info@oliogardadop.it enteryour@addresshere.com consorziogardadop@legalmail.it;VR
Spumanti Dom Ramon snc di Ramon Leone & C.;Strada Preela Zanoni, 1, 37010 Cavaion veronese VR;https://spumantidomramon.business.site/?utm_source=gmb&utm_medium=referral;045 723 5047;;VR
Osteria Domini Veneti;Str. Villa, 18, 37010 Cavaion Veronese, VR;http://www.osteriadominiveneti.it/;045 626 1453;osteria@dominiveneti.it;VR
LE FRAGHE azienda agricola;Via Colombare, 3, 37010 Cavaion veronese VR;http://www.fraghe.it/;045 723 6832;info@fraghe.it;VR
Ca' Dei Colli;Località Castagnar, 1, 37010 Cavaion veronese VR;http://www.cadeicolli.it/;045 723 5077;cadeicolli@gmail.com cadeicolli@pec.it cadecolli@gmail.com;VR
SVAI - Banco Vendita Cavaion;Localita' Montean, 37010 Cavaion Veronese VR;https://www.svai.it/sedi/banchi-vendita/cavaion-veronese/;045 626 0082;Logo-Svai@1x-100.jpg Logo-Svai@2x-100.jpg svai@svai.it svaivr@legalmail.it;VR
Ristorante Trattoria Cà Persiane;Loc. Cà Persiane 1, SP29, 37010 Cavaion Veronese VR;http://www.capersiane.com/;045 723 6847;ristorante@capersiane.com info@capersiane.com;VR
Ortofrutta Savoia Marco;Via Gesso, 1, 37010 Sega VR;;;;VR
F.lli Chesini;Via Berengario, 4, 37010 Cavaion Veronese VR;http://www.euronics.it/;045 723 5054;;VR
Baumann Srl;Via Palesega, 1, 37010 Cavaion Veronese VR;http://www.baumann-sideloaders.com/;045 620 5311;;VR
Arredamenti Dalle Vedove;Via Fracastoro, 13, 37010 Cavaion Veronese VR;http://www.arredamentidallevedove.it/;045 723 5588;info@arredamentidallevedove.it;VR
Agriturismo Cà Persiane sul lago di Garda;Località Cà Persiane, 1, 37010 Cavaion Veronese VR;http://www.capersiane.com/;045 723 6847;ristorante@capersiane.com info@capersiane.com;VR
Osteria Preella;Via Preela Poggi, 12, 37010 Cavaion veronese VR;https://www.osteriapreella.it/;348 538 3616;info@osteriapreella.it;VR
Al Colle;Località Mastego, 3, 37010 Cavaion veronese VR;http://www.alcolle.eu/;331 465 2796;;VR
AZ. AGR. ZANI ADAM - Spaccio aziendale salumi e carni;Via Parco della Rimembranza, 6, 25020 San Gervasio Bresciano BS;;328 611 2068;;BS
Trattoria Villa;Str. Villa, 32, 37010 Cavaion veronese VR;http://www.trattoriavilla.it/;045 723 5426;;VR
Salumificio Nurcinus;Via Signaroli, 51, 25010 Borgosatollo BS;;;;BS
az Agr. Marangon Alessio;Via degli Arditi, 23, 30013 Ca' Ballarin VE;;338 487 0057;;VE
Ciao Market Sas Di I.Vianello &C;Via F. Baracca, 62, 30013 Cavallino VE;;041 968510;;VE
Cimarosto Alessandro;Via di Ca' Savio, 41, 30013 Ca' Savio VE;;041 966413;;VE
punta gialla srl - via hermada;Via Hermada, 42, 30013 Cavallino-Treporti VE;http://www.puntagialla.it/;041 658423;spese@puntagialla.it;VE
BOZZATO GIULIANO azienda agricola;Via delle Boarie, 13, 30013 Cavallino-Treporti VE;https://www.facebook.com/Azienda-Agricola-Bozzato-Giuliano-575166789292147/;338 734 6553;;VE
Cantinetta Le Rughe;Via Fausta, 118, 30013 Ca' Savio VE;;;;VE
Punta Gialla srl;Via Treportina, 32, 30013 Cavallino-Treporti VE;http://www.puntagialla.it/;041 966072;spese@puntagialla.it;VE
Societa' Agricola Del Cavallino;Via Fausta, 137, 30013 Cavallino-Treporti VE;;041 966007;;VE
Ittica Center Srl;Via F. Baracca, 80, 30013 Cavallino-Treporti VE;http://www.itticacenter.com/;041 968155;ACQUISTI@ITTICACENTER.COM info@itticacenter.com FAX@ITTICACENTER.COM QUALITA@ITTICACENTER.COM itticacenter@pec.it;VE
Rialto Carni S.N.C.;92/B S. POLO, Venezia, VE 30125, 30125 Venezia VE;;041 522 2188;;VE
Junior Farm;Via Pordelio 352 c/o Torre Vignotto, 30013 Cavallino-Treporti VE;http://www.juniorfarm.it/;335 782 1536;info@junior-family.it info@juniorfarm.it;VE
Azienda Agricola Valleri;Via del Vallone, 5, 30013 Cavallino-Treporti VE;http://aziendaagricolavalleri.it/;041 530 9581;info@gliaromi.com;VE
mercato serale Cavallino;Via Equilia, 30013 Cavallino VE;;;;VE
Alimentari Pavan Luca;Via San Martino Destro, 445, 30142 Venezia VE;;041 735584;;VE
Salumeria Da Ciano;Via Sandro Gallo, 156A, 30126 Venezia VE;http://salumeriadacianovenezia.myadj.it/v/salumeriadacianovenezia;041 526 0991;;VE
Fedalto Cesare Snc Di Nicola Fedalto & C.;Via Caneve, 31, 30173 Venezia VE;;041 931705;;VE
La cremeria;Via Montello, 2, 30013 Cavallino-Treporti VE;https://facebook.com/cremeriamarina;;;VE
Agriturismo Ca' Baccan;Via Antonio Fradeletto, 23/a, 30013 Cavallino-Treporti VE;http://www.agriturismocabaccan.com/;348 469 0103;info@agriturismocabaccan.com;VE
Macelleria Carpitella;Corso del Popolo, 53, 30173 Venezia VE;http://www.igustidicarpitella.it/macelleria/;041 950817;;VE
Farmacia Cavallino S.n.c. dei dottori Silvia e Luca Bonizzi;Via Equilia, 26, 30013 CAVALLINO TREPORTI VE;http://www.farmaciacavallino.it/;041 968196;info@farmaciacavallino.it;VE
Bonazza S.P.A.;Via Triestina, 185b, 30173 Venezia VE;http://www.bonazza.it/;041 541 5161;info@bonazza.it;VE
Al Notturno;Via di Lio Piccolo, 24, 30013 Cavallino-Treporti VE;https://www.facebook.com/pages/category/Diner/Al-Notturno-1652773578305902/?locale2=it_IT;335 687 4054;;VE
Dolomiti Beer & Wine Shop - Champagneria;Via di Ca' Savio, 33, 30013 Cavallino-Treporti VE;https://www.facebook.com/Dolomiti-BeerWine-Shop-CaSavio-101878782125044/;;;VE
Il Supermercato del Marina di Venezia;Via Montello, 6, 30013 Punta Sabbioni VE;http://sunrisestore.it/;041 530 0383;;VE
Agriturismo Le Manciane;Via di Lio Piccolo, 29, 30013 Cavallino-Treporti VE;https://www.mancianeinlaguna.com/;339 817 3131;lemancianeinlaguna@yahoo.it;VE
Osteria Ai Do Campanili;Piazza Santissima Trinità, 30013 Cavallino-Treporti VE;https://aidocampanili.it/;041 530 1716;info@aidocampanili.it;VE
Gastronomia ORTIS dal 1914;Salizada S. Giustina, 2910, 30122 Venezia VE;;041 520 8497;;VE
Macelleria Al Forte Snc;Ramo Brendole, 15, 30174 Venezia VE;;041 913683;;VE
Caseificio Bettiol Renato;Via Vicenza, 80, 30016 Lido di Jesolo VE;;0421 972247;;VE
Enoteca Bistrot Ostregheta;Via Fausta, 304, 30013 Cavallino VE;https://www.facebook.com/ostreghetacadivalle/;349 434 4386;;VE
Pordelio - Ca' Ballarin;30013 Ca' Ballarin VE;;;;VE
Bozzato Vacanze di Bozzato Gianni & C. S.n.c.;Via Amalfi, 30013 Cavallino-Treporti VE;https://www.bozzatovacanze.com/;041 966462;info@bozzatovacanze.com;VE
La Tenuta di Cavallino;Via di Ca' Pasquali, 2, 30013 Ca' Pasquali VE;http://facebook.com/LaTenutaDiCavallino;041 243 8605;;VE
Dal Biavarol;Via Bissuola, 123, 30173 Venezia VE;;339 854 8662;;VE
Agriturismo Le Saline;Via della Sparesera, 4, 30013 Lio Piccolo VE;https://www.agriturismolesalinedivenezia.it/;329 603 1651;;VE
Prosciuttificio Il Camarin;Via S. Luca, 24, 33038 San Daniele del Friuli UD;http://www.ilcamarin.it/;0432 942125;ilcamarin.prosciutti@gmail.com ilcamarin.prosciutti@pec.it;UD
Mercato Cavallino;30013 Cavallino-Treporti VE;https://www.cavallino.info/it/news-ed-eventi/388-mercati-cavallino-treporti-2016;;;VE
Osteria dal Pupi;Via del Prà, 1, 30013 Cavallino-Treporti VE;;041 530 1989;;VE
El Biavarol;Calle dei Buranelli, 5045/h, 30121 Venezia VE;;041 779 3322;;VE
Ristorante Alla Fattoria;Via Fausta, 245, 30013 Cavallino-Treporti VE;http://www.allafattoria.it/;041 968376;info@allafattoria.it;VE
Ristorante Pizzeria Monaco;Via Fausta, 171, 30013 Cavallino-Treporti VE;http://www.ristorantemonaco.it/;041 968139;ristmonaco@alice.it;VE
Alimentari Dalla Valentina Paolo;Calle del Convento, 7, 30141 Venezia VE;;041 527 5226;;VE
Giardino al mare (Appartamenti Fratter Ladimiro);Lungomare Dante Alighieri, 21, 30013 Cavallino-Treporti VE;https://www.giardinoalmare.it/;333 630 5180;info@giardinoalmare.it;VE
Azienda Agricola Mosca Andrea;Valcerere Dolfina 37, A, 30014 Cavarzere VE;;349 432 8598;;VE
Macelleria Fontolan Nicola;Via dei Mille, 5, 30014 Cavarzere VE;https://www.eccellenzeitaliane.com/aziende/Macelleria%20Fontolan%20Nicola/10070489;0426 506134;nicolafontolan66@gmail.com info@eccellenzeitaliane.com;VE
Macelleria De Montis;Via Pescheria, 21, 30014 Cavarzere VE;https://macelleria-de-montis.business.site/?utm_source=gmb&utm_medium=referral;329 638 1258;;VE
Vitulo Luciano;Via Regina Margherita, 5A, 30014 Cavarzere VE;;333 855 1905;;VE
Rico Carni S.r.l;Via Enzo Ferrari, 3, 30014 Cavarzere VE;http://www.ricocarni.it/;0426 311771;info@ricocarni.it info@effeuno.biz info@electricsheeps.com;VE
Suman Alessio;Via Marconi, 26, 30014 Cavarzere VE;;0426 53055;;VE
Le Antiche Tradizioni;Via Rosselli, 15/1, 30014 Cavarzere VE;http://le-antiche-tradizioni-cavarzere.business.site/;342 055 2012;;VE
Lion Food Tech Srl;Via Regina Margherita, 48, 30014 Cavarzere VE;;0426 310249;;VE
